,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
81,Danville,City,VA,0.94,0.91,0.87,0.78,0.67,0.67
82,Dauphin,County,PA,0.96,0.88,0.81,0.72,0.65,0.59
83,Delaware,County,NY,0.99,0.94,0.9,0.84,0.76,0.69
84,Delaware,County,PA,0.91,0.88,0.86,0.84,0.81,0.54
85,Dickenson,County,VA,0.94,0.89,0.85,0.81,0.68,0.75
86,Dinwiddie,County,VA,0.91,0.89,0.88,0.8,0.73,0.7
87,District of Columbia,County,DC,0.94,0.9,0.87,0.82,0.74,0.7
88,Doddridge,County,WV,0.95,0.94,0.9,0.73,0.53,0.49
89,Dorchester,County,MD,0.91,0.87,0.84,0.75,0.7,0.64
90,Elk,County,PA,0.99,0.95,0.91,0.88,0.75,0.62
91,Emporia,City,VA,0.87,0.82,0.76,0.66,0.56,0.43
92,Erie,County,PA,0.97,0.93,0.9,0.84,0.75,0.64
93,Essex,County,VA,0.88,0.81,0.77,0.68,0.61,0.52
94,Fairfax,County,VA,0.93,0.92,0.91,0.79,0.65,0.59
95,Fairfax,City,VA,0.93,0.87,0.82,0.7,0.59,0.44
96,Falls Church,City,VA,0.92,0.86,0.83,0.69,0.53,0.46
97,Fauquier,County,VA,0.96,0.85,0.74,0.63,0.57,0.57
98,Fayette,County,PA,0.97,0.96,0.94,0.85,0.77,0.72
99,Fayette,County,WV,0.92,0.86,0.81,0.73,0.68,0.57
100,Floyd,County,VA,0.96,0.93,0.9,0.86,0.82,0.78
101,Fluvanna,County,VA,0.89,0.81,0.74,0.69,0.67,0.65
102,Forest,County,PA,0.99,0.96,0.94,0.83,0.71,0.61
103,Franklin,County,PA,0.95,0.93,0.94,0.93,0.82,0.87
104,Franklin,County,VA,0.95,0.87,0.82,0.75,0.7,0.68
105,Franklin,City,VA,0.9,0.85,0.79,0.61,0.49,0.47
106,Frederick,County,MD,0.94,0.88,0.84,0.75,0.68,0.61
107,Frederick,County,VA,0.93,0.92,0.86,0.73,0.62,0.5
108,Fredericksburg,City,VA,0.91,0.82,0.76,0.59,0.48,0.35
109,Fulton,County,PA,0.91,0.88,0.88,0.8,0.71,0.62
110,Galax,City,VA,0.89,0.86,0.72,0.58,0.51,0.32
111,Garrett,County,MD,0.96,0.95,0.93,0.84,0.74,0.81
112,Giles,County,VA,0.97,0.95,0.92,0.86,0.81,0.77
113,Gilmer,County,WV,0.98,0.93,0.87,0.76,0.68,0.61
114,Gloucester,County,NJ,0.95,0.95,0.92,0.86,0.8,0.49
115,Gloucester,County,VA,0.91,0.85,0.81,0.68,0.59,0.44
116,Goochland,County,VA,0.84,0.78,0.77,0.7,0.62,0.57
117,Grant,County,WV,0.93,0.93,0.92,0.9,0.75,0.54
118,Grayson,County,VA,0.98,0.97,0.97,0.94,0.89,0.8
119,Greenbrier,County,WV,1.0,0.96,0.92,0.82,0.74,0.63
120,Greene,County,NY,0.95,0.91,0.83,0.69,0.59,0.5
121,Greene,County,PA,0.96,0.96,0.9,0.81,0.67,0.58
122,Greene,County,VA,0.89,0.84,0.81,0.76,0.73,0.68
123,Greensville,County,VA,0.88,0.84,0.82,0.71,0.62,0.66
124,Halifax,County,VA,0.95,0.94,0.93,0.86,0.82,0.78
125,Hampshire,County,WV,0.97,0.94,0.88,0.8,0.74,0.68
126,Hampton,City,VA,0.89,0.86,0.73,0.56,0.41,0.36
127,Hancock,County,WV,0.96,0.92,0.86,0.72,0.6,0.4
128,Hanover,County,VA,0.93,0.83,0.77,0.7,0.64,0.59
129,Hardy,County,WV,0.93,0.92,0.91,0.82,0.74,0.69
130,Harford,County,MD,0.94,0.9,0.85,0.7,0.59,0.51
131,Harrison,County,WV,0.94,0.93,0.9,0.73,0.56,0.48
132,Harrisonburg,City,VA,0.93,0.88,0.83,0.67,0.56,0.4
133,Henrico,County,VA,0.95,0.91,0.85,0.75,0.66,0.66
134,Henry,County,VA,0.98,0.94,0.87,0.78,0.71,0.62
135,Herkimer,County,NY,0.92,0.88,0.82,0.7,0.63,0.68
136,Highland,County,VA,0.96,0.95,0.94,0.87,0.77,0.7
137,Hopewell,City,VA,0.8,0.76,0.77,0.73,0.6,0.49
138,Howard,County,MD,0.93,0.87,0.78,0.63,0.51,0.41
139,Hunterdon,County,NJ,0.96,0.92,0.89,0.72,0.6,0.5
140,Huntingdon,County,PA,0.95,0.9,0.86,0.82,0.79,0.72
141,Indiana,County,PA,0.98,0.94,0.88,0.77,0.66,0.47
142,Isle of Wight,County,VA,0.93,0.89,0.86,0.72,0.61,0.51
143,Jackson,County,WV,0.96,0.93,0.9,0.76,0.64,0.74
144,James City,County,VA,0.93,0.88,0.8,0.63,0.52,0.42
145,Jefferson,County,PA,0.99,0.95,0.91,0.84,0.76,0.59
146,Jefferson,County,WV,0.92,0.87,0.86,0.81,0.68,0.66
147,Juniata,County,PA,0.94,0.94,0.94,0.81,0.69,0.57
148,Kanawha,County,WV,0.94,0.91,0.89,0.86,0.79,0.54
149,Kent,County,DE,0.95,0.9,0.86,0.77,0.7,0.62
150,Kent,County,MD,0.93,0.86,0.8,0.73,0.65,0.52
151,King George,County,VA,0.92,0.85,0.78,0.6,0.49,0.47
152,King William,County,VA,0.96,0.91,0.84,0.71,0.6,0.5
153,King and Queen,County,VA,0.92,0.87,0.81,0.68,0.59,0.54
154,Lackawanna,County,PA,0.97,0.93,0.89,0.8,0.68,0.56
155,Lancaster,County,PA,0.97,0.93,0.91,0.86,0.82,0.77
156,Lancaster,County,VA,0.87,0.82,0.77,0.69,0.56,0.44
157,Lawrence,County,PA,0.95,0.95,0.91,0.8,0.71,0.55
158,Lebanon,County,PA,0.94,0.87,0.82,0.74,0.68,0.64
159,Lee,County,VA,0.98,0.94,0.88,0.76,0.63,0.46
160,Lehigh,County,PA,0.99,0.96,0.87,0.74,0.65,0.57
161,Lewis,County,WV,0.98,0.96,0.9,0.78,0.69,0.58
162,Lexington,City,VA,0.9,0.88,0.82,0.7,0.6,0.48
163,Lincoln,County,WV,0.98,0.96,0.94,0.84,0.76,0.57
164,Livingston,County,NY,0.95,0.94,0.89,0.81,0.75,0.72
165,Logan,County,WV,0.98,0.95,0.91,0.86,0.71,0.68
166,Loudoun,County,VA,0.95,0.88,0.83,0.76,0.72,0.7
167,Louisa,County,VA,0.9,0.87,0.81,0.68,0.6,0.57
168,Lunenburg,County,VA,0.9,0.85,0.82,0.75,0.6,0.55
169,Luzerne,County,PA,0.91,0.88,0.86,0.8,0.7,0.6
170,Lycoming,County,PA,0.98,0.95,0.92,0.85,0.79,0.68
171,Lynchburg,City,VA,0.93,0.91,0.89,0.7,0.54,0.53
172,Madison,County,NY,0.96,0.93,0.88,0.78,0.69,0.67
173,Madison,County,VA,0.93,0.88,0.82,0.75,0.71,0.65
174,Manassas,City,VA,0.92,0.91,0.88,0.8,0.71,0.61
175,Manassas Park,City,VA,0.92,0.91,0.89,0.76,0.62,0.55
176,Marion,County,WV,0.93,0.93,0.89,0.77,0.62,0.52
177,Marshall,County,WV,0.95,0.94,0.89,0.71,0.56,0.33
178,Martinsville,City,VA,0.94,0.9,0.84,0.73,0.64,0.49
179,Mason,County,WV,1.0,0.95,0.91,0.86,0.82,0.7
180,Mathews,County,VA,0.92,0.82,0.74,0.57,0.42,0.41
181,McDowell,County,WV,0.97,0.93,0.91,0.89,0.87,0.68
182,McKean,County,PA,0.97,0.93,0.9,0.85,0.68,0.6
183,Mecklenburg,County,VA,0.9,0.89,0.89,0.75,0.61,0.58
184,Mercer,County,NJ,0.95,0.93,0.89,0.69,0.52,0.52
185,Mercer,County,PA,0.94,0.94,0.94,0.74,0.58,0.48
186,Mercer,County,WV,0.94,0.92,0.92,0.85,0.77,0.71
187,Middlesex,County,VA,0.9,0.83,0.8,0.7,0.63,0.52
188,Mifflin,County,PA,0.91,0.9,0.91,0.79,0.69,0.58
189,Mineral,County,WV,0.96,0.94,0.89,0.8,0.73,0.63
190,Mingo,County,WV,0.98,0.98,0.96,0.9,0.84,0.71
191,Monmouth,County,NJ,0.9,0.86,0.84,0.73,0.62,0.62
192,Monongalia,County,WV,0.94,0.93,0.93,0.85,0.71,0.68
193,Monroe,County,PA,0.98,0.96,0.89,0.73,0.62,0.56
194,Monroe,County,WV,0.95,0.92,0.91,0.88,0.85,0.83
195,Montgomery,County,MD,0.96,0.93,0.89,0.8,0.72,0.62
196,Montgomery,County,NY,0.98,0.95,0.91,0.84,0.78,0.62
197,Montgomery,County,PA,0.97,0.94,0.92,0.88,0.78,0.66
198,Montgomery,County,VA,0.96,0.96,0.94,0.84,0.74,0.6
199,Montour,County,PA,0.98,0.91,0.84,0.76,0.71,0.55
200,Morgan,County,WV,0.94,0.89,0.84,0.76,0.71,0.58
201,Morris,County,NJ,0.94,0.9,0.86,0.74,0.65,0.59
202,Nassau,County,NY,0.93,0.93,0.89,0.76,0.67,0.55
203,Nelson,County,VA,0.91,0.81,0.77,0.71,0.66,0.66
204,New Castle,County,DE,0.96,0.92,0.88,0.77,0.69,0.62
205,New Kent,County,VA,0.95,0.91,0.82,0.69,0.58,0.52
206,New York,County,NY,0.94,0.86,0.8,0.66,0.6,0.4
207,Newport News,City,VA,0.88,0.89,0.86,0.75,0.64,0.43
208,Nicholas,County,WV,0.95,0.93,0.91,0.83,0.75,0.5
209,Norfolk,City,VA,0.87,0.76,0.72,0.66,0.57,0.38
210,Northampton,County,PA,0.97,0.91,0.86,0.74,0.61,0.53
211,Northampton,County,VA,0.92,0.88,0.8,0.67,0.57,0.58
212,Northumberland,County,PA,0.96,0.92,0.85,0.75,0.64,0.57
213,Northumberland,County,VA,0.85,0.79,0.74,0.65,0.54,0.49
214,Norton,City,VA,0.9,0.86,0.8,0.71,0.58,0.32
215,Nottoway,County,VA,0.91,0.82,0.74,0.64,0.57,0.54
216,Ocean,County,NJ,0.89,0.85,0.84,0.83,0.82,0.76
217,Ohio,County,WV,0.93,0.89,0.79,0.68,0.63,0.59
218,Oneida,County,NY,0.97,0.9,0.85,0.75,0.68,0.63
219,Onondaga,County,NY,0.98,0.94,0.88,0.79,0.71,0.7
220,Ontario,County,NY,0.96,0.93,0.92,0.92,0.88,0.86
221,Orange,County,NY,0.95,0.95,0.88,0.75,0.64,0.53
222,Orange,County,VA,0.93,0.91,0.91,0.84,0.78,0.72
223,Otsego,County,NY,0.97,0.94,0.91,0.86,0.78,0.78
224,Page,County,VA,0.95,0.89,0.82,0.71,0.58,0.55
225,Patrick,County,VA,0.96,0.96,0.9,0.8,0.73,0.57
226,Pendleton,County,WV,0.93,0.87,0.82,0.74,0.69,0.63
227,Perry,County,PA,0.96,0.88,0.85,0.79,0.73,0.67
228,Petersburg,City,VA,0.87,0.85,0.82,0.73,0.6,0.64
229,Philadelphia,County,PA,0.95,0.95,0.93,0.8,0.69,0.58
230,Pike,County,PA,0.95,0.95,0.95,0.81,0.7,0.62
231,Pittsylvania,County,VA,0.94,0.92,0.92,0.85,0.8,0.76
232,Pleasants,County,WV,0.97,0.93,0.92,0.75,0.54,0.54
233,Pocahontas,County,WV,0.96,0.93,0.92,0.85,0.75,0.65
234,Poquoson,City,VA,0.9,0.86,0.73,0.56,0.41,0.35
235,Portsmouth,City,VA,0.87,0.76,0.72,0.66,0.56,0.38
236,Potter,County,PA,0.98,0.89,0.84,0.72,0.62,0.59
237,Powhatan,County,VA,0.85,0.8,0.8,0.71,0.63,0.5
238,Preston,County,WV,0.97,0.94,0.89,0.79,0.7,0.64
239,Prince Edward,County,VA,0.94,0.88,0.85,0.74,0.65,0.58
240,Prince George,County,VA,0.87,0.85,0.85,0.73,0.6,0.58
241,Prince George's,County,MD,0.97,0.94,0.88,0.82,0.76,0.65
242,Prince William,County,VA,0.97,0.94,0.9,0.84,0.75,0.66
243,Pulaski,County,VA,0.97,0.98,0.97,0.96,0.9,0.8
244,Putnam,County,WV,0.96,0.95,0.86,0.7,0.56,0.45
245,Queen Anne's,County,MD,0.94,0.86,0.79,0.71,0.67,0.57
246,Radford,City,VA,0.97,0.95,0.92,0.81,0.7,0.68
247,Raleigh,County,WV,0.93,0.89,0.88,0.78,0.67,0.57
248,Randolph,County,WV,0.95,0.95,0.94,0.9,0.89,0.78
249,Rappahannock,County,VA,0.94,0.86,0.85,0.68,0.55,0.57
250,Richmond,County,NY,0.93,0.86,0.77,0.56,0.44,0.48
251,Richmond,County,VA,0.85,0.79,0.74,0.66,0.62,0.48
252,Richmond,City,VA,0.93,0.9,0.85,0.73,0.63,0.58
253,Ritchie,County,WV,1.02,0.99,0.94,0.75,0.58,0.52
254,Roane,County,WV,0.96,0.9,0.84,0.76,0.67,0.51
255,Roanoke,County,VA,0.95,0.87,0.82,0.75,0.69,0.6
256,Roanoke,City,VA,0.93,0.81,0.69,0.55,0.47,0.45
257,Rockbridge,County,VA,0.93,0.87,0.83,0.78,0.76,0.74
258,Rockingham,County,VA,0.92,0.86,0.83,0.76,0.69,0.6
259,Russell,County,VA,0.98,0.95,0.93,0.89,0.85,0.75
260,Salem,County,NJ,0.94,0.94,0.91,0.87,0.87,0.48
261,Salem,City,VA,0.94,0.87,0.81,0.73,0.65,0.55
262,Schoharie,County,NY,0.94,0.91,0.88,0.8,0.73,0.63
263,Schuyler,County,NY,0.98,0.94,0.93,0.91,0.9,0.92
264,Schuylkill,County,PA,0.93,0.89,0.85,0.79,0.73,0.65
265,Scott,County,VA,0.99,0.97,0.9,0.74,0.61,0.47
266,Shenandoah,County,VA,0.95,0.94,0.9,0.72,0.6,0.57
267,Smyth,County,VA,0.98,0.97,0.95,0.9,0.84,0.75
268,Snyder,County,PA,0.96,0.9,0.88,0.81,0.71,0.59
269,Somerset,County,MD,0.88,0.86,0.84,0.81,0.7,0.57
270,Somerset,County,PA,0.97,0.97,0.93,0.82,0.74,0.83
271,Southampton,County,VA,0.88,0.86,0.86,0.79,0.69,0.68
272,Spotsylvania,County,VA,0.94,0.86,0.8,0.72,0.66,0.59
273,St. Mary's,County,MD,0.87,0.85,0.82,0.72,0.64,0.54
274,Stafford,County,VA,0.96,0.86,0.78,0.67,0.61,0.58
275,Staunton,City,VA,0.88,0.83,0.8,0.69,0.59,0.48
276,Steuben,County,NY,0.97,0.97,0.94,0.83,0.7,0.66
277,Suffolk,City,VA,0.94,0.87,0.78,0.64,0.54,0.52
278,Sullivan,County,NY,0.95,0.93,0.93,0.86,0.78,0.71
279,Sullivan,County,PA,0.97,0.93,0.9,0.82,0.76,0.71
280,Summers,County,WV,0.96,0.93,0.91,0.8,0.7,0.59
281,Surry,County,VA,0.87,0.87,0.83,0.74,0.67,0.54
282,Susquehanna,County,PA,0.99,0.94,0.89,0.79,0.72,0.65
283,Sussex,County,DE,0.96,0.92,0.87,0.76,0.67,0.63
284,Sussex,County,NJ,0.94,0.94,0.88,0.76,0.66,0.56
285,Sussex,County,VA,0.85,0.85,0.85,0.81,0.76,0.66
286,Talbot,County,MD,0.91,0.81,0.75,0.67,0.63,0.58
287,Taylor,County,WV,0.96,0.93,0.93,0.77,0.63,0.46
288,Tazewell,County,VA,0.98,0.98,0.96,0.9,0.85,0.75
289,Tioga,County,NY,0.95,0.93,0.91,0.88,0.86,0.8
290,Tioga,County,PA,1.0,0.97,0.94,0.84,0.76,0.7
291,Tompkins,County,NY,0.98,0.98,0.96,0.89,0.81,0.72
292,Tucker,County,WV,0.96,0.95,0.92,0.87,0.76,0.48
293,Tyler,County,WV,0.93,0.9,0.88,0.73,0.55,0.44
294,Ulster,County,NY,0.95,0.95,0.89,0.8,0.73,0.65
295,Union,County,PA,0.96,0.96,0.94,0.9,0.81,0.75
296,Upshur,County,WV,0.97,0.96,0.92,0.85,0.79,0.71
297,Venango,County,PA,0.95,0.95,0.91,0.75,0.63,0.53
298,Virginia Beach,City,VA,0.86,0.74,0.69,0.63,0.58,0.41
299,Warren,County,NJ,0.94,0.89,0.86,0.76,0.64,0.59
300,Warren,County,PA,0.99,0.97,0.95,0.9,0.77,0.57
301,Warren,County,VA,0.94,0.89,0.88,0.68,0.55,0.59
302,Washington,County,MD,0.93,0.87,0.84,0.78,0.71,0.62
303,Washington,County,PA,0.95,0.95,0.93,0.83,0.69,0.66
304,Washington,County,VA,0.97,0.94,0.91,0.88,0.85,0.83
305,Wayne,County,PA,0.98,0.95,0.9,0.83,0.77,0.7
306,Wayne,County,WV,0.93,0.93,0.89,0.83,0.78,0.7
307,Waynesboro,City,VA,0.87,0.8,0.76,0.74,0.72,0.48
308,Webster,County,WV,0.93,0.92,0.92,0.88,0.81,0.73
309,Westchester,County,NY,0.95,0.92,0.83,0.67,0.55,0.5
310,Westmoreland,County,PA,0.96,0.96,0.93,0.81,0.7,0.53
311,Westmoreland,County,VA,0.84,0.78,0.72,0.6,0.52,0.5
312,Wetzel,County,WV,0.93,0.93,0.92,0.72,0.56,0.36
313,Wicomico,County,MD,0.91,0.9,0.85,0.79,0.73,0.63
314,Williamsburg,City,VA,0.93,0.85,0.75,0.56,0.41,0.33
315,Winchester,City,VA,0.9,0.89,0.84,0.68,0.56,0.51
316,Wirt,County,WV,0.96,0.91,0.87,0.78,0.6,0.63
317,Wise,County,VA,0.93,0.87,0.83,0.74,0.68,0.62
318,Wood,County,WV,0.97,0.89,0.83,0.76,0.65,0.63
319,Worcester,County,MD,0.89,0.85,0.82,0.73,0.66,0.61
320,Wyoming,County,PA,0.94,0.92,0.87,0.78,0.7,0.66
321,Wyoming,County,WV,0.96,0.95,0.92,0.85,0.71,0.75
322,Wythe,County,VA,0.97,0.97,0.97,0.92,0.86,0.78
323,Yates,County,NY,0.95,0.91,0.91,0.87,0.82,0.79
324,York,County,PA,0.94,0.93,0.92,0.87,0.83,0.78
325,York,County,VA,0.92,0.9,0.83,0.66,0.56,0.43
