,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
29,Bradford,County,PA,1.14,1.12,1.13,1.17,1.21,1.21
30,Braxton,County,WV,1.16,1.17,1.16,1.13,1.12,1.11
31,Bristol,City,VA,1.16,1.17,1.17,1.16,1.16,1.14
32,Bronx,County,NY,1.11,1.12,1.13,1.12,1.13,1.02
33,Brooke,County,WV,1.15,1.13,1.13,1.14,1.12,1.12
34,Broome,County,NY,1.14,1.14,1.14,1.14,1.14,1.13
35,Brunswick,County,VA,1.17,1.18,1.18,1.16,1.14,1.18
36,Buchanan,County,VA,1.16,1.16,1.16,1.17,1.19,1.07
37,Buckingham,County,VA,1.14,1.14,1.15,1.18,1.2,1.14
38,Bucks,County,PA,1.14,1.1,1.11,1.1,1.09,1.09
39,Buena Vista,City,VA,1.16,1.17,1.18,1.18,1.17,1.11
40,Burlington,County,NJ,1.13,1.14,1.14,1.12,1.11,1.07
41,Butler,County,PA,1.11,1.09,1.08,1.08,1.09,1.08
42,Cabell,County,WV,1.16,1.17,1.16,1.13,1.13,1.09
43,Calhoun,County,WV,1.19,1.21,1.17,1.19,1.2,1.16
44,Calvert,County,MD,1.11,1.11,1.12,1.12,1.12,1.05
45,Cambria,County,PA,1.15,1.15,1.14,1.13,1.09,1.14
46,Camden,County,NJ,1.14,1.12,1.12,1.1,1.09,1.09
47,Cameron,County,PA,1.11,1.11,1.1,1.09,1.08,1.14
48,Campbell,County,VA,1.15,1.17,1.18,1.23,1.25,1.14
49,Cape May,County,NJ,1.1,1.1,1.09,1.1,1.12,1.14
50,Carbon,County,PA,1.13,1.14,1.15,1.15,1.13,1.16
51,Caroline,County,MD,1.13,1.13,1.12,1.14,1.2,1.12
52,Caroline,County,VA,1.1,1.1,1.09,1.1,1.1,1.06
53,Carroll,County,MD,1.13,1.16,1.18,1.19,1.21,1.15
54,Carroll,County,VA,1.14,1.17,1.2,1.25,1.29,1.12
55,Cecil,County,MD,1.16,1.13,1.11,1.09,1.07,1.08
56,Centre,County,PA,1.15,1.16,1.17,1.18,1.17,1.18
57,Charles,County,MD,1.12,1.12,1.12,1.13,1.15,1.1
58,Charles City,County,VA,1.1,1.12,1.12,1.12,1.13,1.05
59,Charlotte,County,VA,1.15,1.15,1.18,1.2,1.2,1.17
60,Charlottesville,City,VA,1.11,1.1,1.1,1.09,1.11,1.15
61,Chemung,County,NY,1.13,1.14,1.15,1.12,1.12,1.13
62,Chenango,County,NY,1.12,1.1,1.1,1.11,1.12,1.12
63,Chesapeake,City,VA,1.11,1.12,1.09,1.09,1.09,1.14
64,Chester,County,PA,1.16,1.14,1.13,1.1,1.09,1.11
65,Chesterfield,County,VA,1.1,1.1,1.1,1.14,1.19,1.2
66,Clarion,County,PA,1.1,1.1,1.1,1.08,1.07,1.13
67,Clarke,County,VA,1.14,1.12,1.14,1.16,1.16,1.06
68,Clay,County,WV,1.15,1.16,1.16,1.2,1.21,1.06
69,Clearfield,County,PA,1.15,1.16,1.16,1.15,1.14,1.16
70,Clinton,County,PA,1.14,1.16,1.15,1.15,1.15,1.16
71,Colonial Heights,City,VA,1.1,1.13,1.12,1.15,1.18,1.11
72,Columbia,County,PA,1.12,1.13,1.15,1.19,1.21,1.23
73,Cortland,County,NY,1.11,1.1,1.1,1.11,1.11,1.14
74,Covington,City,VA,1.16,1.18,1.2,1.22,1.22,1.13
75,Craig,County,VA,1.18,1.22,1.26,1.31,1.33,1.18
76,Crawford,County,PA,1.09,1.12,1.15,1.14,1.18,1.13
77,Culpeper,County,VA,1.12,1.14,1.16,1.16,1.17,1.1
78,Cumberland,County,NJ,1.08,1.08,1.08,1.07,1.06,1.08
79,Cumberland,County,PA,1.16,1.16,1.16,1.16,1.17,1.13
80,Cumberland,County,VA,1.12,1.14,1.15,1.21,1.21,1.15
81,Danville,City,VA,1.17,1.2,1.23,1.25,1.23,1.11
82,Dauphin,County,PA,1.15,1.17,1.17,1.17,1.18,1.18
83,Delaware,County,NY,1.16,1.18,1.2,1.2,1.2,1.14
84,Delaware,County,PA,1.13,1.09,1.07,1.05,1.05,1.13
85,Dickenson,County,VA,1.16,1.16,1.16,1.16,1.17,1.08
86,Dinwiddie,County,VA,1.1,1.11,1.12,1.15,1.18,1.11
87,District of Columbia,County,DC,1.12,1.16,1.17,1.19,1.21,1.12
88,Doddridge,County,WV,1.15,1.16,1.21,1.23,1.23,1.15
89,Dorchester,County,MD,1.12,1.11,1.1,1.11,1.14,1.07
90,Elk,County,PA,1.11,1.1,1.1,1.1,1.11,1.11
91,Emporia,City,VA,1.17,1.18,1.18,1.16,1.13,1.12
92,Erie,County,PA,1.1,1.14,1.16,1.16,1.15,1.08
93,Essex,County,VA,1.09,1.08,1.08,1.08,1.08,1.0
94,Fairfax,County,VA,1.11,1.15,1.18,1.21,1.24,1.11
95,Fairfax,City,VA,1.11,1.14,1.18,1.22,1.24,1.06
96,Falls Church,City,VA,1.11,1.14,1.18,1.22,1.24,1.08
97,Fauquier,County,VA,1.13,1.14,1.15,1.14,1.15,1.06
98,Fayette,County,PA,1.18,1.18,1.18,1.18,1.18,1.15
99,Fayette,County,WV,1.11,1.13,1.14,1.16,1.17,1.1
100,Floyd,County,VA,1.13,1.16,1.19,1.25,1.32,1.15
101,Fluvanna,County,VA,1.12,1.12,1.14,1.19,1.2,1.17
102,Forest,County,PA,1.08,1.07,1.06,1.09,1.13,1.14
103,Franklin,County,PA,1.14,1.16,1.18,1.2,1.21,1.16
104,Franklin,County,VA,1.18,1.2,1.22,1.28,1.32,1.22
105,Franklin,City,VA,1.16,1.15,1.14,1.12,1.1,1.16
106,Frederick,County,MD,1.13,1.15,1.17,1.18,1.18,1.11
107,Frederick,County,VA,1.13,1.12,1.12,1.15,1.17,1.13
108,Fredericksburg,City,VA,1.1,1.11,1.11,1.12,1.12,1.12
109,Fulton,County,PA,1.14,1.16,1.21,1.24,1.26,1.19
110,Galax,City,VA,1.14,1.17,1.2,1.25,1.29,1.08
111,Garrett,County,MD,1.15,1.16,1.16,1.17,1.15,1.12
112,Giles,County,VA,1.17,1.2,1.24,1.3,1.35,1.15
113,Gilmer,County,WV,1.17,1.17,1.18,1.17,1.16,1.12
114,Gloucester,County,NJ,1.12,1.09,1.09,1.05,1.06,1.15
115,Gloucester,County,VA,1.12,1.11,1.1,1.09,1.07,1.05
116,Goochland,County,VA,1.12,1.13,1.14,1.13,1.16,1.14
117,Grant,County,WV,1.11,1.12,1.12,1.08,1.04,1.1
118,Grayson,County,VA,1.14,1.15,1.17,1.21,1.24,1.09
119,Greenbrier,County,WV,1.12,1.13,1.13,1.11,1.1,1.12
120,Greene,County,NY,1.12,1.14,1.16,1.14,1.13,1.19
121,Greene,County,PA,1.19,1.21,1.22,1.22,1.22,1.17
122,Greene,County,VA,1.11,1.1,1.09,1.1,1.1,1.18
123,Greensville,County,VA,1.16,1.17,1.18,1.17,1.17,1.13
124,Halifax,County,VA,1.16,1.18,1.2,1.2,1.2,1.16
125,Hampshire,County,WV,1.13,1.14,1.15,1.18,1.21,1.19
126,Hampton,City,VA,1.09,1.09,1.09,1.07,1.07,1.12
127,Hancock,County,WV,1.13,1.12,1.11,1.09,1.09,1.07
128,Hanover,County,VA,1.09,1.09,1.09,1.1,1.13,1.1
129,Hardy,County,WV,1.13,1.14,1.15,1.17,1.15,1.17
130,Harford,County,MD,1.16,1.16,1.16,1.15,1.14,1.1
131,Harrison,County,WV,1.15,1.14,1.14,1.12,1.12,1.09
132,Harrisonburg,City,VA,1.12,1.1,1.08,1.07,1.07,1.12
133,Henrico,County,VA,1.1,1.1,1.11,1.14,1.15,1.13
134,Henry,County,VA,1.16,1.15,1.17,1.23,1.27,1.23
135,Herkimer,County,NY,1.05,1.07,1.07,1.09,1.09,1.07
136,Highland,County,VA,1.11,1.1,1.08,1.05,1.03,1.08
137,Hopewell,City,VA,1.1,1.13,1.12,1.15,1.18,1.08
138,Howard,County,MD,1.15,1.18,1.19,1.2,1.19,1.09
139,Hunterdon,County,NJ,1.11,1.11,1.12,1.12,1.12,1.13
140,Huntingdon,County,PA,1.15,1.15,1.17,1.19,1.19,1.2
141,Indiana,County,PA,1.13,1.15,1.13,1.11,1.08,1.16
142,Isle of Wight,County,VA,1.16,1.14,1.12,1.1,1.09,1.14
143,Jackson,County,WV,1.21,1.22,1.2,1.17,1.18,1.13
144,James City,County,VA,1.12,1.12,1.11,1.1,1.08,1.05
145,Jefferson,County,PA,1.1,1.09,1.1,1.11,1.11,1.15
146,Jefferson,County,WV,1.15,1.15,1.17,1.15,1.14,1.04
147,Juniata,County,PA,1.16,1.18,1.21,1.2,1.2,1.17
148,Kanawha,County,WV,1.17,1.18,1.17,1.19,1.2,1.06
149,Kent,County,DE,1.12,1.12,1.11,1.13,1.11,1.08
150,Kent,County,MD,1.14,1.11,1.08,1.09,1.08,1.07
151,King George,County,VA,1.1,1.1,1.1,1.09,1.09,1.05
152,King William,County,VA,1.08,1.07,1.09,1.08,1.08,1.07
153,King and Queen,County,VA,1.08,1.09,1.09,1.09,1.08,1.05
154,Lackawanna,County,PA,1.15,1.16,1.15,1.14,1.13,1.18
155,Lancaster,County,PA,1.16,1.17,1.17,1.18,1.19,1.1
156,Lancaster,County,VA,1.1,1.11,1.11,1.11,1.12,1.03
157,Lawrence,County,PA,1.12,1.12,1.11,1.13,1.13,1.13
158,Lebanon,County,PA,1.14,1.17,1.2,1.22,1.22,1.2
159,Lee,County,VA,1.2,1.19,1.18,1.17,1.16,1.18
160,Lehigh,County,PA,1.13,1.13,1.14,1.14,1.12,1.13
161,Lewis,County,WV,1.14,1.15,1.15,1.15,1.14,1.11
162,Lexington,City,VA,1.16,1.17,1.18,1.18,1.17,1.11
163,Lincoln,County,WV,1.19,1.2,1.19,1.16,1.14,1.11
164,Livingston,County,NY,1.09,1.06,1.11,1.18,1.21,1.14
165,Logan,County,WV,1.15,1.17,1.15,1.14,1.13,1.13
166,Loudoun,County,VA,1.14,1.16,1.17,1.17,1.15,1.12
167,Louisa,County,VA,1.12,1.13,1.13,1.16,1.19,1.15
168,Lunenburg,County,VA,1.13,1.16,1.17,1.19,1.2,1.22
169,Luzerne,County,PA,1.13,1.14,1.15,1.14,1.16,1.18
170,Lycoming,County,PA,1.15,1.15,1.16,1.18,1.2,1.19
171,Lynchburg,City,VA,1.16,1.17,1.19,1.24,1.25,1.14
172,Madison,County,NY,1.1,1.1,1.09,1.11,1.11,1.1
173,Madison,County,VA,1.12,1.1,1.11,1.12,1.12,1.16
174,Manassas,City,VA,1.12,1.14,1.18,1.21,1.22,1.05
175,Manassas Park,City,VA,1.11,1.14,1.18,1.22,1.24,1.05
176,Marion,County,WV,1.18,1.19,1.18,1.19,1.17,1.1
177,Marshall,County,WV,1.17,1.18,1.18,1.16,1.15,1.12
178,Martinsville,City,VA,1.16,1.16,1.19,1.24,1.29,1.23
179,Mason,County,WV,1.18,1.19,1.2,1.17,1.19,1.12
180,Mathews,County,VA,1.09,1.09,1.1,1.08,1.06,1.09
181,McDowell,County,WV,1.14,1.14,1.13,1.13,1.14,1.09
182,McKean,County,PA,1.08,1.08,1.09,1.09,1.1,1.12
183,Mecklenburg,County,VA,1.15,1.17,1.19,1.22,1.23,1.18
184,Mercer,County,NJ,1.11,1.13,1.14,1.13,1.11,1.06
185,Mercer,County,PA,1.11,1.09,1.1,1.17,1.21,1.11
186,Mercer,County,WV,1.13,1.16,1.19,1.21,1.23,1.13
187,Middlesex,County,VA,1.09,1.11,1.1,1.1,1.1,1.04
188,Mifflin,County,PA,1.16,1.17,1.19,1.2,1.18,1.17
189,Mineral,County,WV,1.12,1.13,1.15,1.18,1.2,1.15
190,Mingo,County,WV,1.16,1.19,1.17,1.18,1.18,1.18
191,Monmouth,County,NJ,1.12,1.14,1.17,1.18,1.18,1.07
192,Monongalia,County,WV,1.19,1.2,1.2,1.2,1.19,1.11
193,Monroe,County,PA,1.12,1.15,1.15,1.13,1.12,1.17
194,Monroe,County,WV,1.15,1.17,1.19,1.2,1.21,1.13
195,Montgomery,County,MD,1.15,1.17,1.19,1.19,1.2,1.1
196,Montgomery,County,NY,1.12,1.15,1.14,1.15,1.14,1.11
197,Montgomery,County,PA,1.15,1.11,1.08,1.09,1.07,1.1
198,Montgomery,County,VA,1.2,1.24,1.28,1.35,1.4,1.15
199,Montour,County,PA,1.14,1.15,1.17,1.2,1.23,1.24
200,Morgan,County,WV,1.13,1.14,1.16,1.19,1.23,1.16
201,Morris,County,NJ,1.1,1.1,1.11,1.09,1.08,1.16
202,Nassau,County,NY,1.09,1.1,1.12,1.12,1.13,1.11
203,Nelson,County,VA,1.15,1.14,1.16,1.13,1.1,1.15
204,New Castle,County,DE,1.16,1.12,1.08,1.06,1.04,1.11
205,New Kent,County,VA,1.09,1.11,1.11,1.09,1.08,1.07
206,New York,County,NY,1.1,1.1,1.1,1.07,1.02,1.04
207,Newport News,City,VA,1.13,1.12,1.11,1.09,1.09,1.09
208,Nicholas,County,WV,1.1,1.11,1.12,1.12,1.14,1.05
209,Norfolk,City,VA,1.11,1.12,1.09,1.09,1.09,1.13
210,Northampton,County,PA,1.12,1.12,1.13,1.13,1.13,1.11
211,Northampton,County,VA,1.11,1.11,1.1,1.09,1.07,1.08
212,Northumberland,County,PA,1.14,1.16,1.18,1.22,1.23,1.25
213,Northumberland,County,VA,1.1,1.11,1.11,1.12,1.14,1.0
214,Norton,City,VA,1.19,1.19,1.16,1.12,1.12,1.15
215,Nottoway,County,VA,1.11,1.11,1.11,1.13,1.13,1.23
216,Ocean,County,NJ,1.11,1.14,1.17,1.18,1.19,1.1
217,Ohio,County,WV,1.15,1.13,1.13,1.14,1.12,1.16
218,Oneida,County,NY,1.11,1.11,1.11,1.09,1.07,1.12
219,Onondaga,County,NY,1.11,1.09,1.1,1.11,1.12,1.12
220,Ontario,County,NY,1.11,1.1,1.1,1.13,1.17,1.17
221,Orange,County,NY,1.11,1.11,1.11,1.11,1.1,1.21
222,Orange,County,VA,1.11,1.11,1.13,1.16,1.16,1.12
223,Otsego,County,NY,1.13,1.13,1.13,1.11,1.1,1.09
224,Page,County,VA,1.16,1.14,1.13,1.09,1.04,1.12
225,Patrick,County,VA,1.11,1.14,1.17,1.23,1.28,1.18
226,Pendleton,County,WV,1.13,1.11,1.08,1.04,1.02,1.06
227,Perry,County,PA,1.17,1.16,1.16,1.16,1.17,1.13
228,Petersburg,City,VA,1.1,1.13,1.12,1.15,1.18,1.09
229,Philadelphia,County,PA,1.14,1.11,1.08,1.08,1.07,1.1
230,Pike,County,PA,1.12,1.13,1.13,1.15,1.17,1.14
231,Pittsylvania,County,VA,1.16,1.18,1.21,1.26,1.26,1.14
232,Pleasants,County,WV,1.14,1.17,1.19,1.22,1.23,1.07
233,Pocahontas,County,WV,1.09,1.08,1.07,1.05,1.03,1.09
234,Poquoson,City,VA,1.09,1.09,1.09,1.07,1.07,1.11
235,Portsmouth,City,VA,1.11,1.12,1.09,1.09,1.09,1.14
236,Potter,County,PA,1.09,1.08,1.07,1.07,1.07,1.16
237,Powhatan,County,VA,1.11,1.13,1.14,1.12,1.2,1.13
238,Preston,County,WV,1.16,1.15,1.15,1.11,1.08,1.15
239,Prince Edward,County,VA,1.12,1.15,1.19,1.19,1.21,1.12
240,Prince George,County,VA,1.1,1.13,1.12,1.15,1.17,1.06
241,Prince George's,County,MD,1.12,1.14,1.15,1.16,1.18,1.11
242,Prince William,County,VA,1.12,1.14,1.18,1.19,1.18,1.07
243,Pulaski,County,VA,1.16,1.18,1.22,1.28,1.33,1.14
244,Putnam,County,WV,1.19,1.19,1.18,1.15,1.15,1.09
245,Queen Anne's,County,MD,1.13,1.11,1.09,1.1,1.12,1.08
246,Radford,City,VA,1.17,1.2,1.23,1.3,1.35,1.19
247,Raleigh,County,WV,1.13,1.15,1.15,1.14,1.11,1.09
248,Randolph,County,WV,1.1,1.09,1.09,1.09,1.08,1.14
249,Rappahannock,County,VA,1.14,1.14,1.13,1.09,1.04,1.1
250,Richmond,County,NY,1.09,1.1,1.1,1.07,1.02,1.04
251,Richmond,County,VA,1.09,1.09,1.08,1.06,1.07,1.02
252,Richmond,City,VA,1.09,1.08,1.09,1.12,1.14,1.15
253,Ritchie,County,WV,1.15,1.17,1.21,1.23,1.24,1.13
254,Roane,County,WV,1.2,1.2,1.17,1.19,1.19,1.09
255,Roanoke,County,VA,1.2,1.25,1.29,1.35,1.39,1.21
256,Roanoke,City,VA,1.2,1.24,1.28,1.34,1.38,1.26
257,Rockbridge,County,VA,1.16,1.17,1.18,1.19,1.19,1.16
258,Rockingham,County,VA,1.14,1.12,1.11,1.07,1.05,1.13
259,Russell,County,VA,1.16,1.16,1.17,1.17,1.17,1.08
260,Salem,County,NJ,1.11,1.09,1.08,1.05,1.04,1.11
261,Salem,City,VA,1.2,1.25,1.29,1.35,1.39,1.2
262,Schoharie,County,NY,1.13,1.15,1.15,1.16,1.17,1.11
263,Schuyler,County,NY,1.14,1.14,1.15,1.13,1.12,1.11
264,Schuylkill,County,PA,1.12,1.14,1.16,1.2,1.24,1.26
265,Scott,County,VA,1.18,1.18,1.14,1.14,1.13,1.14
266,Shenandoah,County,VA,1.16,1.15,1.14,1.12,1.09,1.13
267,Smyth,County,VA,1.12,1.13,1.14,1.16,1.17,1.13
268,Snyder,County,PA,1.17,1.17,1.17,1.2,1.24,1.21
269,Somerset,County,MD,1.11,1.14,1.15,1.17,1.17,1.03
270,Somerset,County,PA,1.13,1.17,1.2,1.2,1.21,1.13
271,Southampton,County,VA,1.13,1.12,1.14,1.18,1.17,1.15
272,Spotsylvania,County,VA,1.09,1.1,1.14,1.14,1.15,1.06
273,St. Mary's,County,MD,1.09,1.09,1.08,1.1,1.1,1.04
274,Stafford,County,VA,1.1,1.12,1.13,1.14,1.16,1.1
275,Staunton,City,VA,1.12,1.09,1.07,1.04,1.03,1.13
276,Steuben,County,NY,1.11,1.09,1.08,1.09,1.1,1.09
277,Suffolk,City,VA,1.16,1.14,1.13,1.11,1.11,1.15
278,Sullivan,County,NY,1.13,1.12,1.12,1.12,1.13,1.2
279,Sullivan,County,PA,1.13,1.12,1.14,1.18,1.2,1.2
280,Summers,County,WV,1.13,1.13,1.13,1.14,1.14,1.14
281,Surry,County,VA,1.12,1.12,1.12,1.11,1.11,1.08
282,Susquehanna,County,PA,1.16,1.15,1.13,1.14,1.17,1.18
283,Sussex,County,DE,1.13,1.14,1.15,1.15,1.16,1.06
284,Sussex,County,NJ,1.13,1.12,1.14,1.16,1.16,1.18
285,Sussex,County,VA,1.13,1.14,1.16,1.19,1.17,1.1
286,Talbot,County,MD,1.11,1.12,1.09,1.09,1.12,1.09
287,Taylor,County,WV,1.14,1.14,1.13,1.08,1.05,1.11
288,Tazewell,County,VA,1.13,1.14,1.14,1.15,1.16,1.11
289,Tioga,County,NY,1.15,1.14,1.13,1.16,1.16,1.17
290,Tioga,County,PA,1.11,1.1,1.13,1.14,1.16,1.18
291,Tompkins,County,NY,1.13,1.12,1.13,1.13,1.13,1.16
292,Tucker,County,WV,1.14,1.12,1.09,1.06,1.02,1.15
293,Tyler,County,WV,1.16,1.17,1.2,1.2,1.2,1.08
294,Ulster,County,NY,1.12,1.13,1.14,1.14,1.14,1.18
295,Union,County,PA,1.17,1.16,1.17,1.2,1.23,1.19
296,Upshur,County,WV,1.12,1.11,1.1,1.07,1.06,1.12
297,Venango,County,PA,1.11,1.09,1.1,1.15,1.17,1.15
298,Virginia Beach,City,VA,1.13,1.11,1.08,1.08,1.1,1.13
299,Warren,County,NJ,1.11,1.11,1.11,1.12,1.14,1.16
300,Warren,County,PA,1.07,1.07,1.08,1.09,1.14,1.16
301,Warren,County,VA,1.14,1.14,1.13,1.1,1.06,1.09
302,Washington,County,MD,1.12,1.13,1.14,1.18,1.19,1.13
303,Washington,County,PA,1.19,1.16,1.13,1.1,1.08,1.15
304,Washington,County,VA,1.14,1.14,1.15,1.16,1.16,1.11
305,Wayne,County,PA,1.14,1.14,1.14,1.14,1.15,1.17
306,Wayne,County,WV,1.17,1.18,1.18,1.15,1.16,1.17
307,Waynesboro,City,VA,1.12,1.1,1.08,1.07,1.07,1.14
308,Webster,County,WV,1.09,1.09,1.09,1.09,1.08,1.09
309,Westchester,County,NY,1.11,1.12,1.13,1.12,1.13,1.11
310,Westmoreland,County,PA,1.16,1.14,1.14,1.13,1.12,1.11
311,Westmoreland,County,VA,1.09,1.08,1.07,1.09,1.1,0.98
312,Wetzel,County,WV,1.17,1.19,1.19,1.18,1.17,1.11
313,Wicomico,County,MD,1.11,1.14,1.14,1.15,1.16,1.05
314,Williamsburg,City,VA,1.12,1.12,1.11,1.1,1.08,1.04
315,Winchester,City,VA,1.13,1.12,1.12,1.15,1.17,1.12
316,Wirt,County,WV,1.17,1.19,1.18,1.21,1.2,1.17
317,Wise,County,VA,1.19,1.18,1.15,1.14,1.13,1.13
318,Wood,County,WV,1.15,1.16,1.18,1.18,1.18,1.14
319,Worcester,County,MD,1.12,1.12,1.12,1.11,1.11,1.06
320,Wyoming,County,PA,1.16,1.16,1.14,1.15,1.18,1.2
321,Wyoming,County,WV,1.13,1.16,1.14,1.11,1.09,1.11
322,Wythe,County,VA,1.13,1.17,1.18,1.23,1.27,1.09
323,Yates,County,NY,1.11,1.1,1.1,1.14,1.16,1.17
324,York,County,PA,1.14,1.15,1.16,1.16,1.18,1.14
325,York,County,VA,1.12,1.11,1.1,1.09,1.08,1.08
